timestamp,frame,rr_interval,time
2000-01-01_00:04:12.054687+0000,64513,832.03125,2000-01-01_00:04:12.054687+0000
2000-01-01_00:04:12.882812+0000,64725,828.125,2000-01-01_00:04:12.882812+0000
2000-01-01_00:04:13.699218+0000,64934,816.40625,2000-01-01_00:04:13.699218+0000
2000-01-01_00:04:14.523437+0000,65145,824.21875,2000-01-01_00:04:14.523437+0000
2000-01-01_00:04:15.375000+0000,65363,851.5625,2000-01-01_00:04:15.375000+0000
2000-01-01_00:04:16.195312+0000,65573,820.3125,2000-01-01_00:04:16.195312+0000
2000-01-01_00:04:17.039062+0000,65789,843.75,2000-01-01_00:04:17.039062+0000
2000-01-01_00:04:17.863281+0000,66000,824.21875,2000-01-01_00:04:17.863281+0000
2000-01-01_00:04:18.695312+0000,66213,832.03125,2000-01-01_00:04:18.695312+0000
2000-01-01_00:04:19.507812+0000,66421,812.5,2000-01-01_00:04:19.507812+0000
2000-01-01_00:04:20.332031+0000,66632,824.21875,2000-01-01_00:04:20.332031+0000
2000-01-01_00:04:21.179687+0000,66849,847.65625,2000-01-01_00:04:21.179687+0000
2000-01-01_00:04:21.996093+0000,67058,816.40625,2000-01-01_00:04:21.996093+0000
2000-01-01_00:04:22.820312+0000,67269,824.21875,2000-01-01_00:04:22.820312+0000
2000-01-01_00:04:23.660156+0000,67484,839.84375,2000-01-01_00:04:23.660156+0000
2000-01-01_00:04:24.488281+0000,67696,828.125,2000-01-01_00:04:24.488281+0000
2000-01-01_00:04:25.312500+0000,67907,824.21875,2000-01-01_00:04:25.312500+0000
2000-01-01_00:04:26.156250+0000,68123,843.75,2000-01-01_00:04:26.156250+0000
2000-01-01_00:04:27.000000+0000,68339,843.75,2000-01-01_00:04:27.000000+0000
2000-01-01_00:04:27.828125+0000,68551,828.125,2000-01-01_00:04:27.828125+0000
2000-01-01_00:04:28.664062+0000,68765,835.9375,2000-01-01_00:04:28.664062+0000
2000-01-01_00:04:29.515625+0000,68983,851.5625,2000-01-01_00:04:29.515625+0000
2000-01-01_00:04:30.324218+0000,69190,808.59375,2000-01-01_00:04:30.324218+0000
2000-01-01_00:04:31.140625+0000,69399,816.40625,2000-01-01_00:04:31.140625+0000
2000-01-01_00:04:31.976562+0000,69613,835.9375,2000-01-01_00:04:31.976562+0000
2000-01-01_00:04:32.796875+0000,69823,820.3125,2000-01-01_00:04:32.796875+0000
2000-01-01_00:04:33.613281+0000,70032,816.40625,2000-01-01_00:04:33.613281+0000
2000-01-01_00:04:34.453125+0000,70247,839.84375,2000-01-01_00:04:34.453125+0000
2000-01-01_00:04:35.289062+0000,70461,835.9375,2000-01-01_00:04:35.289062+0000
2000-01-01_00:04:36.105468+0000,70670,816.40625,2000-01-01_00:04:36.105468+0000
2000-01-01_00:04:36.921875+0000,70879,816.40625,2000-01-01_00:04:36.921875+0000
2000-01-01_00:04:37.750000+0000,71091,828.125,2000-01-01_00:04:37.750000+0000
2000-01-01_00:04:38.585937+0000,71305,835.9375,2000-01-01_00:04:38.585937+0000
2000-01-01_00:04:39.425781+0000,71520,839.84375,2000-01-01_00:04:39.425781+0000
2000-01-01_00:04:40.265625+0000,71735,839.84375,2000-01-01_00:04:40.265625+0000
2000-01-01_00:04:41.097656+0000,71948,832.03125,2000-01-01_00:04:41.097656+0000
2000-01-01_00:04:41.921875+0000,72159,824.21875,2000-01-01_00:04:41.921875+0000
2000-01-01_00:04:42.746093+0000,72370,824.21875,2000-01-01_00:04:42.746093+0000
2000-01-01_00:04:43.582031+0000,72584,835.9375,2000-01-01_00:04:43.582031+0000
2000-01-01_00:04:44.410156+0000,72796,828.125,2000-01-01_00:04:44.410156+0000
2000-01-01_00:04:45.230468+0000,73006,820.3125,2000-01-01_00:04:45.230468+0000
2000-01-01_00:04:46.070312+0000,73221,839.84375,2000-01-01_00:04:46.070312+0000
2000-01-01_00:04:46.886718+0000,73430,816.40625,2000-01-01_00:04:46.886718+0000
2000-01-01_00:04:47.695312+0000,73637,808.59375,2000-01-01_00:04:47.695312+0000
2000-01-01_00:04:48.511718+0000,73846,816.40625,2000-01-01_00:04:48.511718+0000
2000-01-01_00:04:49.343750+0000,74059,832.03125,2000-01-01_00:04:49.343750+0000
2000-01-01_00:04:50.171875+0000,74271,828.125,2000-01-01_00:04:50.171875+0000
2000-01-01_00:04:50.988281+0000,74480,816.40625,2000-01-01_00:04:50.988281+0000
2000-01-01_00:04:51.828125+0000,74695,839.84375,2000-01-01_00:04:51.828125+0000
2000-01-01_00:04:52.660156+0000,74908,832.03125,2000-01-01_00:04:52.660156+0000
2000-01-01_00:04:53.476562+0000,75117,816.40625,2000-01-01_00:04:53.476562+0000
2000-01-01_00:04:54.312500+0000,75331,835.9375,2000-01-01_00:04:54.312500+0000
2000-01-01_00:04:55.156250+0000,75547,843.75,2000-01-01_00:04:55.156250+0000
2000-01-01_00:04:55.984375+0000,75759,828.125,2000-01-01_00:04:55.984375+0000
2000-01-01_00:04:56.812500+0000,75971,828.125,2000-01-01_00:04:56.812500+0000
2000-01-01_00:04:57.652343+0000,76186,839.84375,2000-01-01_00:04:57.652343+0000
2000-01-01_00:04:58.500000+0000,76403,847.65625,2000-01-01_00:04:58.500000+0000
2000-01-01_00:04:59.320312+0000,76613,820.3125,2000-01-01_00:04:59.320312+0000
2000-01-01_00:05:00.148437+0000,76825,828.125,2000-01-01_00:05:00.148437+0000
2000-01-01_00:05:01.007812+0000,77045,859.375,2000-01-01_00:05:01.007812+0000
2000-01-01_00:05:01.839843+0000,77258,832.03125,2000-01-01_00:05:01.839843+0000
2000-01-01_00:05:02.671875+0000,77471,832.03125,2000-01-01_00:05:02.671875+0000
2000-01-01_00:05:03.511718+0000,77686,839.84375,2000-01-01_00:05:03.511718+0000
2000-01-01_00:05:04.347656+0000,77900,835.9375,2000-01-01_00:05:04.347656+0000
2000-01-01_00:05:05.179687+0000,78113,832.03125,2000-01-01_00:05:05.179687+0000
2000-01-01_00:05:06.015625+0000,78327,835.9375,2000-01-01_00:05:06.015625+0000
2000-01-01_00:05:06.855468+0000,78542,839.84375,2000-01-01_00:05:06.855468+0000
2000-01-01_00:05:07.683593+0000,78754,828.125,2000-01-01_00:05:07.683593+0000
2000-01-01_00:05:08.507812+0000,78965,824.21875,2000-01-01_00:05:08.507812+0000
2000-01-01_00:05:09.347656+0000,79180,839.84375,2000-01-01_00:05:09.347656+0000
2000-01-01_00:05:10.183593+0000,79394,835.9375,2000-01-01_00:05:10.183593+0000
2000-01-01_00:05:11.011718+0000,79606,828.125,2000-01-01_00:05:11.011718+0000
2000-01-01_00:05:11.855468+0000,79822,843.75,2000-01-01_00:05:11.855468+0000
2000-01-01_00:05:12.707031+0000,80040,851.5625,2000-01-01_00:05:12.707031+0000
2000-01-01_00:05:13.519531+0000,80248,812.5,2000-01-01_00:05:13.519531+0000
2000-01-01_00:05:14.351562+0000,80461,832.03125,2000-01-01_00:05:14.351562+0000
2000-01-01_00:05:15.183593+0000,80674,832.03125,2000-01-01_00:05:15.183593+0000
2000-01-01_00:05:16.023437+0000,80889,839.84375,2000-01-01_00:05:16.023437+0000
2000-01-01_00:05:16.855468+0000,81102,832.03125,2000-01-01_00:05:16.855468+0000
2000-01-01_00:05:17.703125+0000,81319,847.65625,2000-01-01_00:05:17.703125+0000
2000-01-01_00:05:18.531250+0000,81531,828.125,2000-01-01_00:05:18.531250+0000
2000-01-01_00:05:19.339843+0000,81738,808.59375,2000-01-01_00:05:19.339843+0000
2000-01-01_00:05:20.164062+0000,81949,824.21875,2000-01-01_00:05:20.164062+0000
2000-01-01_00:05:21.007812+0000,82165,843.75,2000-01-01_00:05:21.007812+0000
2000-01-01_00:05:21.839843+0000,82378,832.03125,2000-01-01_00:05:21.839843+0000
2000-01-01_00:05:22.675781+0000,82592,835.9375,2000-01-01_00:05:22.675781+0000
2000-01-01_00:05:23.519531+0000,82808,843.75,2000-01-01_00:05:23.519531+0000
2000-01-01_00:05:24.355468+0000,83022,835.9375,2000-01-01_00:05:24.355468+0000
2000-01-01_00:05:25.199218+0000,83238,843.75,2000-01-01_00:05:25.199218+0000
2000-01-01_00:05:26.050781+0000,83456,851.5625,2000-01-01_00:05:26.050781+0000
2000-01-01_00:05:26.894531+0000,83672,843.75,2000-01-01_00:05:26.894531+0000
2000-01-01_00:05:27.710937+0000,83881,816.40625,2000-01-01_00:05:27.710937+0000
2000-01-01_00:05:28.539062+0000,84093,828.125,2000-01-01_00:05:28.539062+0000
2000-01-01_00:05:29.367187+0000,84305,828.125,2000-01-01_00:05:29.367187+0000
2000-01-01_00:05:30.183593+0000,84514,816.40625,2000-01-01_00:05:30.183593+0000
2000-01-01_00:05:31.003906+0000,84724,820.3125,2000-01-01_00:05:31.003906+0000
2000-01-01_00:05:31.859375+0000,84943,855.46875,2000-01-01_00:05:31.859375+0000
2000-01-01_00:05:32.683593+0000,85154,824.21875,2000-01-01_00:05:32.683593+0000
2000-01-01_00:05:33.496093+0000,85362,812.5,2000-01-01_00:05:33.496093+0000
2000-01-01_00:05:34.339843+0000,85578,843.75,2000-01-01_00:05:34.339843+0000
2000-01-01_00:05:35.191406+0000,85796,851.5625,2000-01-01_00:05:35.191406+0000
2000-01-01_00:05:36.023437+0000,86009,832.03125,2000-01-01_00:05:36.023437+0000
2000-01-01_00:05:36.863281+0000,86224,839.84375,2000-01-01_00:05:36.863281+0000
2000-01-01_00:05:37.718750+0000,86443,855.46875,2000-01-01_00:05:37.718750+0000
2000-01-01_00:05:38.562500+0000,86659,843.75,2000-01-01_00:05:38.562500+0000
2000-01-01_00:05:39.410156+0000,86876,847.65625,2000-01-01_00:05:39.410156+0000
2000-01-01_00:05:40.277343+0000,87098,867.1875,2000-01-01_00:05:40.277343+0000
2000-01-01_00:05:41.113281+0000,87312,835.9375,2000-01-01_00:05:41.113281+0000
2000-01-01_00:05:41.945312+0000,87525,832.03125,2000-01-01_00:05:41.945312+0000
2000-01-01_00:05:42.796875+0000,87743,851.5625,2000-01-01_00:05:42.796875+0000
2000-01-01_00:05:43.621093+0000,87954,824.21875,2000-01-01_00:05:43.621093+0000
2000-01-01_00:05:44.437500+0000,88163,816.40625,2000-01-01_00:05:44.437500+0000
2000-01-01_00:05:45.261718+0000,88374,824.21875,2000-01-01_00:05:45.261718+0000
2000-01-01_00:05:46.089843+0000,88586,828.125,2000-01-01_00:05:46.089843+0000
2000-01-01_00:05:46.914062+0000,88797,824.21875,2000-01-01_00:05:46.914062+0000
2000-01-01_00:05:47.742187+0000,89009,828.125,2000-01-01_00:05:47.742187+0000
2000-01-01_00:05:48.589843+0000,89226,847.65625,2000-01-01_00:05:48.589843+0000
2000-01-01_00:05:49.425781+0000,89440,835.9375,2000-01-01_00:05:49.425781+0000
2000-01-01_00:05:50.257812+0000,89653,832.03125,2000-01-01_00:05:50.257812+0000
2000-01-01_00:05:51.113281+0000,89872,855.46875,2000-01-01_00:05:51.113281+0000
2000-01-01_00:05:51.957031+0000,90088,843.75,2000-01-01_00:05:51.957031+0000
2000-01-01_00:05:52.796875+0000,90303,839.84375,2000-01-01_00:05:52.796875+0000
2000-01-01_00:05:53.648437+0000,90521,851.5625,2000-01-01_00:05:53.648437+0000
2000-01-01_00:05:54.484375+0000,90735,835.9375,2000-01-01_00:05:54.484375+0000
2000-01-01_00:05:55.308593+0000,90946,824.21875,2000-01-01_00:05:55.308593+0000
2000-01-01_00:05:56.148437+0000,91161,839.84375,2000-01-01_00:05:56.148437+0000
2000-01-01_00:05:57.000000+0000,91379,851.5625,2000-01-01_00:05:57.000000+0000
2000-01-01_00:05:57.828125+0000,91591,828.125,2000-01-01_00:05:57.828125+0000
2000-01-01_00:05:58.656250+0000,91803,828.125,2000-01-01_00:05:58.656250+0000
2000-01-01_00:05:59.511718+0000,92022,855.46875,2000-01-01_00:05:59.511718+0000
2000-01-01_00:06:00.339843+0000,92234,828.125,2000-01-01_00:06:00.339843+0000
2000-01-01_00:06:01.167968+0000,92446,828.125,2000-01-01_00:06:01.167968+0000
2000-01-01_00:06:02.019531+0000,92664,851.5625,2000-01-01_00:06:02.019531+0000
2000-01-01_00:06:02.859375+0000,92879,839.84375,2000-01-01_00:06:02.859375+0000
2000-01-01_00:06:03.687500+0000,93091,828.125,2000-01-01_00:06:03.687500+0000
2000-01-01_00:06:04.527343+0000,93306,839.84375,2000-01-01_00:06:04.527343+0000
2000-01-01_00:06:05.371093+0000,93522,843.75,2000-01-01_00:06:05.371093+0000
2000-01-01_00:06:06.203125+0000,93735,832.03125,2000-01-01_00:06:06.203125+0000
2000-01-01_00:06:07.035156+0000,93948,832.03125,2000-01-01_00:06:07.035156+0000
2000-01-01_00:06:07.878906+0000,94164,843.75,2000-01-01_00:06:07.878906+0000
2000-01-01_00:06:08.710937+0000,94377,832.03125,2000-01-01_00:06:08.710937+0000
2000-01-01_00:06:09.539062+0000,94589,828.125,2000-01-01_00:06:09.539062+0000
2000-01-01_00:06:10.390625+0000,94807,851.5625,2000-01-01_00:06:10.390625+0000
2000-01-01_00:06:11.222656+0000,95020,832.03125,2000-01-01_00:06:11.222656+0000
2000-01-01_00:06:12.054687+0000,95233,832.03125,2000-01-01_00:06:12.054687+0000
2000-01-01_00:06:12.902343+0000,95450,847.65625,2000-01-01_00:06:12.902343+0000
2000-01-01_00:06:13.746093+0000,95666,843.75,2000-01-01_00:06:13.746093+0000
2000-01-01_00:06:14.574218+0000,95878,828.125,2000-01-01_00:06:14.574218+0000
2000-01-01_00:06:15.406250+0000,96091,832.03125,2000-01-01_00:06:15.406250+0000
2000-01-01_00:06:16.253906+0000,96308,847.65625,2000-01-01_00:06:16.253906+0000
2000-01-01_00:06:17.085937+0000,96521,832.03125,2000-01-01_00:06:17.085937+0000
2000-01-01_00:06:17.925781+0000,96736,839.84375,2000-01-01_00:06:17.925781+0000
2000-01-01_00:06:18.777343+0000,96954,851.5625,2000-01-01_00:06:18.777343+0000
2000-01-01_00:06:19.613281+0000,97168,835.9375,2000-01-01_00:06:19.613281+0000
2000-01-01_00:06:20.449218+0000,97382,835.9375,2000-01-01_00:06:20.449218+0000
2000-01-01_00:06:21.296875+0000,97599,847.65625,2000-01-01_00:06:21.296875+0000
2000-01-01_00:06:22.140625+0000,97815,843.75,2000-01-01_00:06:22.140625+0000
2000-01-01_00:06:22.964843+0000,98026,824.21875,2000-01-01_00:06:22.964843+0000
2000-01-01_00:06:23.800781+0000,98240,835.9375,2000-01-01_00:06:23.800781+0000
2000-01-01_00:06:24.648437+0000,98457,847.65625,2000-01-01_00:06:24.648437+0000
2000-01-01_00:06:25.476562+0000,98669,828.125,2000-01-01_00:06:25.476562+0000
2000-01-01_00:06:26.308593+0000,98882,832.03125,2000-01-01_00:06:26.308593+0000
2000-01-01_00:06:27.132812+0000,99093,824.21875,2000-01-01_00:06:27.132812+0000
2000-01-01_00:06:27.949218+0000,99302,816.40625,2000-01-01_00:06:27.949218+0000
2000-01-01_00:06:28.785156+0000,99516,835.9375,2000-01-01_00:06:28.785156+0000
2000-01-01_00:06:29.621093+0000,99730,835.9375,2000-01-01_00:06:29.621093+0000
2000-01-01_00:06:30.441406+0000,99940,820.3125,2000-01-01_00:06:30.441406+0000
